,virtual-networks-id,virtual-nodes-id,substrate-nodes-id,cpu-demand,max-cpu-demand,virtual-topology,substrate-topology,mapping-algorithm,percentage-infra-resources
0,1,15693,10541,3.285,25,waxman,waxman,BFS-coordinated-VNE,5
1,1,15694,10636,17.987,25,waxman,waxman,BFS-coordinated-VNE,5
2,1,15695,10542,22.016,25,waxman,waxman,BFS-coordinated-VNE,5
3,2,15698,10542,11.074,25,waxman,waxman,BFS-coordinated-VNE,5
4,2,15699,10613,18.544,25,waxman,waxman,BFS-coordinated-VNE,5
5,2,15700,10545,9.336,25,waxman,waxman,BFS-coordinated-VNE,5
6,3,15704,10560,24.521,25,waxman,waxman,BFS-coordinated-VNE,5
7,3,15705,10541,0.993,25,waxman,waxman,BFS-coordinated-VNE,5
8,3,15706,10640,7.431,25,waxman,waxman,BFS-coordinated-VNE,5
9,4,15710,10616,19.234,25,waxman,waxman,BFS-coordinated-VNE,5
10,4,15711,10543,3.644,25,waxman,waxman,BFS-coordinated-VNE,5
11,4,15712,10544,13.068,25,waxman,waxman,BFS-coordinated-VNE,5
12,5,15717,10640,24.29,25,waxman,waxman,BFS-coordinated-VNE,5
13,5,15718,10560,8.866,25,waxman,waxman,BFS-coordinated-VNE,5
14,5,15719,10541,11.242,25,waxman,waxman,BFS-coordinated-VNE,5
15,6,15723,10541,12.141,25,waxman,waxman,BFS-coordinated-VNE,5
16,6,15724,10560,6.77,25,waxman,waxman,BFS-coordinated-VNE,5
17,6,15725,10544,24.481,25,waxman,waxman,BFS-coordinated-VNE,5
18,7,15728,10564,22.718,25,waxman,waxman,BFS-coordinated-VNE,5
19,7,15729,10544,19.563,25,waxman,waxman,BFS-coordinated-VNE,5
20,7,15730,10541,1.653,25,waxman,waxman,BFS-coordinated-VNE,5
21,8,15734,10560,16.328,25,waxman,waxman,BFS-coordinated-VNE,5
22,8,15735,10616,18.114,25,waxman,waxman,BFS-coordinated-VNE,5
23,8,15736,10541,23.873,25,waxman,waxman,BFS-coordinated-VNE,5
24,9,15739,10543,1.826,25,waxman,waxman,BFS-coordinated-VNE,5
25,9,15740,10616,12.272,25,waxman,waxman,BFS-coordinated-VNE,5
26,9,15741,10640,0.298,25,waxman,waxman,BFS-coordinated-VNE,5
27,10,15748,10544,9.217,25,waxman,waxman,BFS-coordinated-VNE,5
28,10,15749,10541,1.282,25,waxman,waxman,BFS-coordinated-VNE,5
29,10,15750,10560,8.698,25,waxman,waxman,BFS-coordinated-VNE,5
30,11,15754,10564,2.954,25,waxman,waxman,BFS-coordinated-VNE,5
31,11,15755,10544,10.188,25,waxman,waxman,BFS-coordinated-VNE,5
32,11,15756,10616,12.19,25,waxman,waxman,BFS-coordinated-VNE,5
33,12,15758,10613,20.921,25,waxman,waxman,BFS-coordinated-VNE,5
34,12,15759,10542,23.205,25,waxman,waxman,BFS-coordinated-VNE,5
35,12,15760,10639,12.032,25,waxman,waxman,BFS-coordinated-VNE,5
36,13,15764,10542,6.655,25,waxman,waxman,BFS-coordinated-VNE,5
37,13,15765,10636,17.41,25,waxman,waxman,BFS-coordinated-VNE,5
38,13,15766,10548,19.255,25,waxman,waxman,BFS-coordinated-VNE,5
39,14,15768,10541,13.422,25,waxman,waxman,BFS-coordinated-VNE,5
40,14,15769,10616,5.175,25,waxman,waxman,BFS-coordinated-VNE,5
41,14,15770,10564,11.796,25,waxman,waxman,BFS-coordinated-VNE,5
42,15,15772,10564,16.139,25,waxman,waxman,BFS-coordinated-VNE,5
43,15,15773,10640,9.326,25,waxman,waxman,BFS-coordinated-VNE,5
44,15,15774,10541,22.51,25,waxman,waxman,BFS-coordinated-VNE,5
45,16,15779,10541,21.773,25,waxman,waxman,BFS-coordinated-VNE,5
46,16,15780,10564,22.744,25,waxman,waxman,BFS-coordinated-VNE,5
47,16,15781,10560,7.676,25,waxman,waxman,BFS-coordinated-VNE,5
48,17,15783,10622,0.974,25,waxman,waxman,BFS-coordinated-VNE,5
49,17,15784,10542,12.178,25,waxman,waxman,BFS-coordinated-VNE,5
50,17,15785,10613,15.837,25,waxman,waxman,BFS-coordinated-VNE,5
51,18,15787,10543,13.728,25,waxman,waxman,BFS-coordinated-VNE,5
52,18,15788,10616,16.366,25,waxman,waxman,BFS-coordinated-VNE,5
53,18,15789,10640,3.297,25,waxman,waxman,BFS-coordinated-VNE,5
54,19,15794,10542,13.556,25,waxman,waxman,BFS-coordinated-VNE,5
55,19,15795,10613,11.046,25,waxman,waxman,BFS-coordinated-VNE,5
56,19,15796,10639,20.351,25,waxman,waxman,BFS-coordinated-VNE,5
57,20,15799,10613,23.91,25,waxman,waxman,BFS-coordinated-VNE,5
58,20,15800,10542,11.928,25,waxman,waxman,BFS-coordinated-VNE,5
59,20,15801,10545,12.996,25,waxman,waxman,BFS-coordinated-VNE,5
60,21,15804,10639,10.345,25,waxman,waxman,BFS-coordinated-VNE,5
61,21,15805,10613,19.489,25,waxman,waxman,BFS-coordinated-VNE,5
62,21,15806,10542,17.913,25,waxman,waxman,BFS-coordinated-VNE,5
63,22,15810,10616,14.646,25,waxman,waxman,BFS-coordinated-VNE,5
64,22,15811,10640,0.718,25,waxman,waxman,BFS-coordinated-VNE,5
65,22,15812,10543,17.427,25,waxman,waxman,BFS-coordinated-VNE,5
66,23,15818,10542,18.352,25,waxman,waxman,BFS-coordinated-VNE,5
67,23,15819,10541,9.688,25,waxman,waxman,BFS-coordinated-VNE,5
68,23,15820,10622,2.348,25,waxman,waxman,BFS-coordinated-VNE,5
69,24,15823,10640,17.598,25,waxman,waxman,BFS-coordinated-VNE,5
70,24,15824,10616,19.128,25,waxman,waxman,BFS-coordinated-VNE,5
71,24,15825,10543,12.112,25,waxman,waxman,BFS-coordinated-VNE,5
72,25,15830,10637,3.558,25,waxman,waxman,BFS-coordinated-VNE,5
73,25,15831,10542,1.935,25,waxman,waxman,BFS-coordinated-VNE,5
74,25,15832,10622,3.159,25,waxman,waxman,BFS-coordinated-VNE,5
