,virtual-networks-id,virtual-nodes-id,substrate-nodes-id,cpu-demand,max-cpu-demand,virtual-topology,substrate-topology,mapping-algorithm,percentage-infra-resources
0,1,28375,23351,22.975,25,grid,redge,BFS-coordinated-VNE,5
1,1,28374,23303,19.335,25,grid,redge,BFS-coordinated-VNE,5
2,1,28378,23309,5.131,25,grid,redge,BFS-coordinated-VNE,5
3,1,28381,23301,0.131,25,grid,redge,BFS-coordinated-VNE,5
4,1,28384,23399,23.727,25,grid,redge,BFS-coordinated-VNE,5
5,1,28389,23398,15.722,25,grid,redge,BFS-coordinated-VNE,5
6,2,28395,23301,11.466,25,grid,redge,BFS-coordinated-VNE,5
7,2,28394,23398,14.591,25,grid,redge,BFS-coordinated-VNE,5
8,2,28398,23393,12.557,25,grid,redge,BFS-coordinated-VNE,5
9,2,28401,23399,22.399,25,grid,redge,BFS-coordinated-VNE,5
10,2,28404,23300,15.698,25,grid,redge,BFS-coordinated-VNE,5
11,2,28409,23364,24.445,25,grid,redge,BFS-coordinated-VNE,5
12,3,28415,23399,12.989,25,grid,redge,BFS-coordinated-VNE,5
13,3,28414,23348,6.574,25,grid,redge,BFS-coordinated-VNE,5
14,3,28418,23398,1.245,25,grid,redge,BFS-coordinated-VNE,5
15,3,28421,23307,17.714,25,grid,redge,BFS-coordinated-VNE,5
16,3,28424,23300,0.308,25,grid,redge,BFS-coordinated-VNE,5
17,3,28429,23301,13.961,25,grid,redge,BFS-coordinated-VNE,5
18,4,28435,23388,22.514,25,grid,redge,BFS-coordinated-VNE,5
19,4,28434,23301,22.324,25,grid,redge,BFS-coordinated-VNE,5
20,4,28438,23302,18.864,25,grid,redge,BFS-coordinated-VNE,5
21,4,28441,23300,18.833,25,grid,redge,BFS-coordinated-VNE,5
22,4,28444,23398,21.022,25,grid,redge,BFS-coordinated-VNE,5
23,4,28449,23396,12.388,25,grid,redge,BFS-coordinated-VNE,5
24,5,28455,23331,13.21,25,grid,redge,BFS-coordinated-VNE,5
25,5,28454,23303,5.472,25,grid,redge,BFS-coordinated-VNE,5
26,5,28458,23301,20.676,25,grid,redge,BFS-coordinated-VNE,5
27,5,28461,23398,0.026,25,grid,redge,BFS-coordinated-VNE,5
28,5,28464,23399,9.436,25,grid,redge,BFS-coordinated-VNE,5
29,5,28469,23300,15.019,25,grid,redge,BFS-coordinated-VNE,5
30,6,28475,23399,20.002,25,grid,redge,BFS-coordinated-VNE,5
31,6,28474,23300,0.027,25,grid,redge,BFS-coordinated-VNE,5
32,6,28478,23398,8.042,25,grid,redge,BFS-coordinated-VNE,5
33,6,28481,23303,6.865,25,grid,redge,BFS-coordinated-VNE,5
34,6,28484,23331,5.998,25,grid,redge,BFS-coordinated-VNE,5
35,6,28489,23301,20.035,25,grid,redge,BFS-coordinated-VNE,5
36,7,28495,23397,24.317,25,grid,redge,BFS-coordinated-VNE,5
37,7,28494,23399,2.93,25,grid,redge,BFS-coordinated-VNE,5
38,7,28498,23302,1.426,25,grid,redge,BFS-coordinated-VNE,5
39,7,28501,23301,20.455,25,grid,redge,BFS-coordinated-VNE,5
40,7,28504,23365,20.699,25,grid,redge,BFS-coordinated-VNE,5
41,7,28509,23304,13.354,25,grid,redge,BFS-coordinated-VNE,5
42,8,28515,23393,6.465,25,grid,redge,BFS-coordinated-VNE,5
43,8,28514,23399,0.722,25,grid,redge,BFS-coordinated-VNE,5
44,8,28518,23364,16.682,25,grid,redge,BFS-coordinated-VNE,5
45,8,28521,23398,5.195,25,grid,redge,BFS-coordinated-VNE,5
46,8,28524,23301,2.831,25,grid,redge,BFS-coordinated-VNE,5
47,8,28529,23302,9.881,25,grid,redge,BFS-coordinated-VNE,5
48,9,28535,23399,9.42,25,grid,redge,BFS-coordinated-VNE,5
49,9,28534,23398,16.847,25,grid,redge,BFS-coordinated-VNE,5
50,9,28538,23300,22.507,25,grid,redge,BFS-coordinated-VNE,5
51,9,28541,23303,22.618,25,grid,redge,BFS-coordinated-VNE,5
52,9,28544,23331,10.791,25,grid,redge,BFS-coordinated-VNE,5
53,9,28549,23301,20.371,25,grid,redge,BFS-coordinated-VNE,5
54,10,28555,23399,7.831,25,grid,redge,BFS-coordinated-VNE,5
55,10,28554,23397,11.16,25,grid,redge,BFS-coordinated-VNE,5
56,10,28558,23300,1.011,25,grid,redge,BFS-coordinated-VNE,5
57,10,28561,23307,18.651,25,grid,redge,BFS-coordinated-VNE,5
58,10,28564,23348,17.475,25,grid,redge,BFS-coordinated-VNE,5
59,10,28569,23309,3.972,25,grid,redge,BFS-coordinated-VNE,5
60,11,28575,23365,23.757,25,grid,redge,BFS-coordinated-VNE,5
61,11,28574,23397,17.182,25,grid,redge,BFS-coordinated-VNE,5
62,11,28578,23301,12.774,25,grid,redge,BFS-coordinated-VNE,5
63,11,28581,23399,7.901,25,grid,redge,BFS-coordinated-VNE,5
64,11,28584,23304,4.002,25,grid,redge,BFS-coordinated-VNE,5
65,11,28589,23398,11.238,25,grid,redge,BFS-coordinated-VNE,5
66,12,28595,23399,0.947,25,grid,redge,BFS-coordinated-VNE,5
67,12,28594,23398,0.534,25,grid,redge,BFS-coordinated-VNE,5
68,12,28598,23393,7.147,25,grid,redge,BFS-coordinated-VNE,5
69,12,28601,23301,11.2,25,grid,redge,BFS-coordinated-VNE,5
70,12,28604,23300,9.396,25,grid,redge,BFS-coordinated-VNE,5
71,12,28609,23364,21.094,25,grid,redge,BFS-coordinated-VNE,5
72,13,28615,23348,17.512,25,grid,redge,BFS-coordinated-VNE,5
73,13,28614,23307,23.73,25,grid,redge,BFS-coordinated-VNE,5
74,13,28618,23399,18.265,25,grid,redge,BFS-coordinated-VNE,5
75,13,28621,23397,1.684,25,grid,redge,BFS-coordinated-VNE,5
76,13,28624,23309,16.368,25,grid,redge,BFS-coordinated-VNE,5
77,13,28629,23398,2.764,25,grid,redge,BFS-coordinated-VNE,5
78,14,28635,23398,7.443,25,grid,redge,BFS-coordinated-VNE,5
79,14,28634,23396,8.255,25,grid,redge,BFS-coordinated-VNE,5
80,14,28638,23301,21.977,25,grid,redge,BFS-coordinated-VNE,5
81,14,28641,23305,5.16,25,grid,redge,BFS-coordinated-VNE,5
82,14,28644,23399,13.509,25,grid,redge,BFS-coordinated-VNE,5
83,14,28649,23331,15.178,25,grid,redge,BFS-coordinated-VNE,5
84,15,28655,23331,24.763,25,grid,redge,BFS-coordinated-VNE,5
85,15,28654,23399,19.372,25,grid,redge,BFS-coordinated-VNE,5
86,15,28658,23301,23.858,25,grid,redge,BFS-coordinated-VNE,5
87,15,28661,23398,7.339,25,grid,redge,BFS-coordinated-VNE,5
88,15,28664,23303,7.082,25,grid,redge,BFS-coordinated-VNE,5
89,15,28669,23300,16.718,25,grid,redge,BFS-coordinated-VNE,5
90,16,28675,23300,20.066,25,grid,redge,BFS-coordinated-VNE,5
91,16,28674,23301,12.688,25,grid,redge,BFS-coordinated-VNE,5
92,16,28678,23399,3.599,25,grid,redge,BFS-coordinated-VNE,5
93,16,28681,23393,18.816,25,grid,redge,BFS-coordinated-VNE,5
94,16,28684,23364,11.03,25,grid,redge,BFS-coordinated-VNE,5
95,16,28689,23302,22.458,25,grid,redge,BFS-coordinated-VNE,5
96,17,28695,23303,7.784,25,grid,redge,BFS-coordinated-VNE,5
97,17,28694,23398,23.833,25,grid,redge,BFS-coordinated-VNE,5
98,17,28698,23305,6.279,25,grid,redge,BFS-coordinated-VNE,5
99,17,28701,23301,13.327,25,grid,redge,BFS-coordinated-VNE,5
100,17,28704,23331,22.037,25,grid,redge,BFS-coordinated-VNE,5
101,17,28709,23399,14.256,25,grid,redge,BFS-coordinated-VNE,5
102,18,28715,23348,8.834,25,grid,redge,BFS-coordinated-VNE,5
103,18,28714,23309,3.992,25,grid,redge,BFS-coordinated-VNE,5
104,18,28718,23307,21.485,25,grid,redge,BFS-coordinated-VNE,5
105,18,28721,23398,10.896,25,grid,redge,BFS-coordinated-VNE,5
106,18,28724,23399,12.23,25,grid,redge,BFS-coordinated-VNE,5
107,18,28729,23397,6.126,25,grid,redge,BFS-coordinated-VNE,5
108,19,28735,23306,7.202,25,grid,redge,BFS-coordinated-VNE,5
109,19,28734,23301,4.2,25,grid,redge,BFS-coordinated-VNE,5
110,19,28738,23399,1.783,25,grid,redge,BFS-coordinated-VNE,5
111,19,28741,23393,24.983,25,grid,redge,BFS-coordinated-VNE,5
112,19,28744,23364,20.602,25,grid,redge,BFS-coordinated-VNE,5
113,19,28749,23302,18.328,25,grid,redge,BFS-coordinated-VNE,5
114,20,28755,23398,10.62,25,grid,redge,BFS-coordinated-VNE,5
115,20,28754,23396,15.453,25,grid,redge,BFS-coordinated-VNE,5
116,20,28758,23304,17.802,25,grid,redge,BFS-coordinated-VNE,5
117,20,28761,23302,6.618,25,grid,redge,BFS-coordinated-VNE,5
118,20,28764,23388,20.338,25,grid,redge,BFS-coordinated-VNE,5
