,substrate-nodes-id,degree-in,normalized-degree-in,degree-out,normalized-degree-out,betweenness-centrality,normalized-betweenness_centrality,normalized-closeness-centrality,vitality,subtrate-topology
0,17621,3,0.030303030303030304,3,0.030303030303030304,120.86500215470807,0.012457740894115447,0.12073170731707317,1608,grid
1,17620,2,0.020202020202020204,2,0.020202020202020204,8.871478847949435,0.0009143969127962723,0.11,1800,grid
2,17624,3,0.030303030303030304,3,0.030303030303030304,182.12423507864688,0.018771823858858675,0.13026315789473683,1464,grid
3,17627,3,0.030303030303030304,3,0.030303030303030304,215.08916002298352,0.022169569163366678,0.1375,1368,grid
4,17630,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
5,17633,3,0.030303030303030304,3,0.030303030303030304,229.60964770523597,0.023666218068979176,0.14142857142857143,1320,grid
6,17636,3,0.030303030303030304,3,0.030303030303030304,215.08916002298358,0.022169569163366685,0.1375,1368,grid
7,17639,3,0.030303030303030304,3,0.030303030303030304,182.12423507864682,0.018771823858858668,0.13026315789473683,1464,grid
8,17642,3,0.030303030303030304,3,0.030303030303030304,120.86500215470804,0.012457740894115443,0.12073170731707317,1608,grid
9,17645,2,0.020202020202020204,2,0.020202020202020204,8.871478847949435,0.0009143969127962723,0.11,1800,grid
10,17648,3,0.030303030303030304,3,0.030303030303030304,120.86500215470805,0.012457740894115445,0.12073170731707317,1608,grid
11,17651,4,0.04040404040404041,4,0.04040404040404041,346.271572218631,0.0356907413129902,0.13378378378378378,1416,grid
12,17656,4,0.04040404040404041,4,0.04040404040404041,492.0385351576529,0.05071516544605781,0.14558823529411766,1272,grid
13,17661,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
14,17666,4,0.04040404040404041,4,0.04040404040404041,621.124712705595,0.0640202754798593,0.1596774193548387,1128,grid
15,17671,4,0.04040404040404041,4,0.04040404040404041,621.124712705595,0.0640202754798593,0.1596774193548387,1128,grid
16,17676,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
17,17681,4,0.04040404040404041,4,0.04040404040404041,492.0385351576529,0.05071516544605781,0.14558823529411766,1272,grid
18,17686,4,0.04040404040404041,4,0.04040404040404041,346.27157221863104,0.03569074131299021,0.13378378378378378,1416,grid
19,17691,3,0.030303030303030304,3,0.030303030303030304,120.86500215470802,0.012457740894115442,0.12073170731707317,1608,grid
20,17696,3,0.030303030303030304,3,0.030303030303030304,182.12423507864682,0.018771823858858668,0.13026315789473683,1464,grid
21,17699,4,0.04040404040404041,4,0.04040404040404041,492.03853515765286,0.05071516544605781,0.14558823529411766,1272,grid
22,17704,4,0.04040404040404041,4,0.04040404040404041,712.0366551748906,0.07339070863480629,0.1596774193548387,1128,grid
23,17709,4,0.04040404040404041,4,0.04040404040404041,853.3593298858003,0.0879570531731396,0.1706896551724138,1032,grid
24,17714,4,0.04040404040404041,4,0.04040404040404041,922.453149464914,0.09507865898422119,0.1767857142857143,984,grid
25,17719,4,0.04040404040404041,4,0.04040404040404041,922.4531494649138,0.09507865898422117,0.1767857142857143,984,grid
26,17724,4,0.04040404040404041,4,0.04040404040404041,853.3593298858005,0.08795705317313961,0.1706896551724138,1032,grid
27,17729,4,0.04040404040404041,4,0.04040404040404041,712.0366551748905,0.07339070863480628,0.1596774193548387,1128,grid
28,17734,4,0.04040404040404041,4,0.04040404040404041,492.0385351576528,0.0507151654460578,0.14558823529411766,1272,grid
29,17739,3,0.030303030303030304,3,0.030303030303030304,182.12423507864682,0.018771823858858668,0.13026315789473683,1464,grid
30,17744,3,0.030303030303030304,3,0.030303030303030304,215.08916002298352,0.022169569163366678,0.1375,1368,grid
31,17747,4,0.04040404040404041,4,0.04040404040404041,579.8192253824607,0.059762855636204974,0.1546875,1176,grid
32,17752,4,0.04040404040404041,4,0.04040404040404041,853.3593298858003,0.0879570531731396,0.1706896551724138,1032,grid
33,17757,4,0.04040404040404041,4,0.04040404040404041,1036.3341054370462,0.10681654354123336,0.18333333333333332,936,grid
34,17762,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
35,17767,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
36,17772,4,0.04040404040404041,4,0.04040404040404041,1036.334105437046,0.10681654354123335,0.18333333333333332,936,grid
37,17777,4,0.04040404040404041,4,0.04040404040404041,853.3593298858003,0.0879570531731396,0.1706896551724138,1032,grid
38,17782,4,0.04040404040404041,4,0.04040404040404041,579.8192253824608,0.05976285563620498,0.1546875,1176,grid
39,17787,3,0.030303030303030304,3,0.030303030303030304,215.0891600229835,0.022169569163366674,0.1375,1368,grid
40,17792,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
41,17795,4,0.04040404040404041,4,0.04040404040404041,621.1247127055952,0.06402027547985933,0.1596774193548387,1128,grid
42,17800,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
43,17805,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764705,0.11627014442140492,0.19038461538461537,888,grid
44,17810,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525461,0.12702683063827522,0.198,840,grid
45,17815,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525464,0.12702683063827522,0.198,840,grid
46,17820,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
47,17825,4,0.04040404040404041,4,0.04040404040404041,922.4531494649141,0.09507865898422119,0.1767857142857143,984,grid
48,17830,4,0.04040404040404041,4,0.04040404040404041,621.1247127055951,0.06402027547985932,0.1596774193548387,1128,grid
49,17835,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
50,17840,3,0.030303030303030304,3,0.030303030303030304,229.60964770523594,0.023666218068979172,0.14142857142857143,1320,grid
51,17843,4,0.04040404040404041,4,0.04040404040404041,621.124712705595,0.0640202754798593,0.1596774193548387,1128,grid
52,17848,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
53,17853,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764708,0.11627014442140493,0.19038461538461537,888,grid
54,17858,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525457,0.12702683063827516,0.198,840,grid
55,17863,4,0.04040404040404041,4,0.04040404040404041,1232.4143108525457,0.12702683063827516,0.198,840,grid
56,17868,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764708,0.11627014442140493,0.19038461538461537,888,grid
57,17873,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
58,17878,4,0.04040404040404041,4,0.04040404040404041,621.1247127055951,0.06402027547985932,0.1596774193548387,1128,grid
59,17883,3,0.030303030303030304,3,0.030303030303030304,229.60964770523591,0.02366621806897917,0.14142857142857143,1320,grid
60,17888,3,0.030303030303030304,3,0.030303030303030304,215.0891600229835,0.022169569163366674,0.1375,1368,grid
61,17891,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
62,17896,4,0.04040404040404041,4,0.04040404040404041,853.3593298858007,0.08795705317313962,0.1706896551724138,1032,grid
63,17901,4,0.04040404040404041,4,0.04040404040404041,1036.3341054370464,0.10681654354123339,0.18333333333333332,936,grid
64,17906,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764703,0.11627014442140489,0.19038461538461537,888,grid
65,17911,4,0.04040404040404041,4,0.04040404040404041,1128.0529411764708,0.11627014442140493,0.19038461538461537,888,grid
66,17916,4,0.04040404040404041,4,0.04040404040404041,1036.3341054370464,0.10681654354123339,0.18333333333333332,936,grid
67,17921,4,0.04040404040404041,4,0.04040404040404041,853.3593298858005,0.08795705317313961,0.1706896551724138,1032,grid
68,17926,4,0.04040404040404041,4,0.04040404040404041,579.8192253824604,0.059762855636204947,0.1546875,1176,grid
69,17931,3,0.030303030303030304,3,0.030303030303030304,215.0891600229835,0.022169569163366674,0.1375,1368,grid
70,17936,3,0.030303030303030304,3,0.030303030303030304,182.12423507864685,0.01877182385885867,0.13026315789473683,1464,grid
71,17939,4,0.04040404040404041,4,0.04040404040404041,492.03853515765263,0.05071516544605778,0.14558823529411766,1272,grid
72,17944,4,0.04040404040404041,4,0.04040404040404041,712.0366551748907,0.07339070863480629,0.1596774193548387,1128,grid
73,17949,4,0.04040404040404041,4,0.04040404040404041,853.3593298858005,0.08795705317313961,0.1706896551724138,1032,grid
74,17954,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
75,17959,4,0.04040404040404041,4,0.04040404040404041,922.4531494649142,0.0950786589842212,0.1767857142857143,984,grid
76,17964,4,0.04040404040404041,4,0.04040404040404041,853.3593298858004,0.0879570531731396,0.1706896551724138,1032,grid
77,17969,4,0.04040404040404041,4,0.04040404040404041,712.0366551748906,0.07339070863480629,0.1596774193548387,1128,grid
78,17974,4,0.04040404040404041,4,0.04040404040404041,492.03853515765275,0.050715165446057794,0.14558823529411766,1272,grid
79,17979,3,0.030303030303030304,3,0.030303030303030304,182.1242350786468,0.018771823858858665,0.13026315789473683,1464,grid
80,17984,3,0.030303030303030304,3,0.030303030303030304,120.86500215470804,0.012457740894115443,0.12073170731707317,1608,grid
81,17987,4,0.04040404040404041,4,0.04040404040404041,346.27157221863104,0.03569074131299021,0.13378378378378378,1416,grid
82,17992,4,0.04040404040404041,4,0.04040404040404041,492.0385351576528,0.0507151654460578,0.14558823529411766,1272,grid
83,17997,4,0.04040404040404041,4,0.04040404040404041,579.8192253824606,0.05976285563620496,0.1546875,1176,grid
84,18002,4,0.04040404040404041,4,0.04040404040404041,621.1247127055951,0.06402027547985932,0.1596774193548387,1128,grid
85,18007,4,0.04040404040404041,4,0.04040404040404041,621.1247127055949,0.06402027547985929,0.1596774193548387,1128,grid
86,18012,4,0.04040404040404041,4,0.04040404040404041,579.8192253824606,0.05976285563620496,0.1546875,1176,grid
87,18017,4,0.04040404040404041,4,0.04040404040404041,492.03853515765275,0.050715165446057794,0.14558823529411766,1272,grid
88,18022,4,0.04040404040404041,4,0.04040404040404041,346.271572218631,0.0356907413129902,0.13378378378378378,1416,grid
89,18027,3,0.030303030303030304,3,0.030303030303030304,120.86500215470805,0.012457740894115445,0.12073170731707317,1608,grid
90,18032,2,0.020202020202020204,2,0.020202020202020204,8.871478847949435,0.0009143969127962723,0.11,1800,grid
91,18035,3,0.030303030303030304,3,0.030303030303030304,120.86500215470804,0.012457740894115443,0.12073170731707317,1608,grid
92,18040,3,0.030303030303030304,3,0.030303030303030304,182.12423507864685,0.01877182385885867,0.13026315789473683,1464,grid
93,18045,3,0.030303030303030304,3,0.030303030303030304,215.08916002298352,0.022169569163366678,0.1375,1368,grid
94,18050,3,0.030303030303030304,3,0.030303030303030304,229.60964770523597,0.023666218068979176,0.14142857142857143,1320,grid
95,18055,3,0.030303030303030304,3,0.030303030303030304,229.60964770523597,0.023666218068979176,0.14142857142857143,1320,grid
96,18060,3,0.030303030303030304,3,0.030303030303030304,215.08916002298355,0.02216956916336668,0.1375,1368,grid
97,18065,3,0.030303030303030304,3,0.030303030303030304,182.12423507864685,0.01877182385885867,0.13026315789473683,1464,grid
98,18070,3,0.030303030303030304,3,0.030303030303030304,120.865002154708,0.012457740894115438,0.12073170731707317,1608,grid
99,18075,2,0.020202020202020204,2,0.020202020202020204,8.871478847949437,0.0009143969127962725,0.11,1800,grid
