,virtual-networks-id,virtual-links-id,virtual-links-source,virtual-links-target,substrate-links-id,bandwidth-demand,max-bandwidth-demand,mapping-algorithm,percentage-infra-resources
0,1,5076,5075,5074,2479,32.882,50,BFS-coordinated-VNE,5
1,1,5077,5074,5075,478,11.522,50,BFS-coordinated-VNE,5
2,1,5079,5078,5075,5073,22.164,50,BFS-coordinated-VNE,5
3,1,5079,5078,5075,5003,22.164,50,BFS-coordinated-VNE,5
4,1,5080,5075,5078,2532,1.663,50,BFS-coordinated-VNE,5
5,2,5083,5082,5081,4483,5.738,50,BFS-coordinated-VNE,5
6,2,5084,5081,5082,200,23.236,50,BFS-coordinated-VNE,5
7,2,5086,5085,5082,5021,34.66,50,BFS-coordinated-VNE,5
8,2,5086,5085,5082,4915,34.66,50,BFS-coordinated-VNE,5
9,2,5087,5082,5085,4538,3.318,50,BFS-coordinated-VNE,5
10,3,5090,5089,5088,3270,45.95,50,BFS-coordinated-VNE,5
11,3,5091,5088,5089,132,38.67,50,BFS-coordinated-VNE,5
12,3,5093,5092,5089,4737,10.262,50,BFS-coordinated-VNE,5
13,3,5093,5092,5089,239,10.262,50,BFS-coordinated-VNE,5
14,3,5094,5089,5092,3327,0.262,50,BFS-coordinated-VNE,5
15,4,5097,5096,5095,1617,38.993,50,BFS-coordinated-VNE,5
16,4,5098,5095,5096,155,46.683,50,BFS-coordinated-VNE,5
17,4,5098,5095,5096,113,46.683,50,BFS-coordinated-VNE,5
18,4,5100,5099,5096,5022,20.742,50,BFS-coordinated-VNE,5
19,4,5100,5099,5096,113,20.742,50,BFS-coordinated-VNE,5
20,4,5101,5096,5099,1676,15.42,50,BFS-coordinated-VNE,5
21,5,5104,5103,5102,4538,18.298,50,BFS-coordinated-VNE,5
22,5,5105,5102,5103,5021,9.715,50,BFS-coordinated-VNE,5
23,5,5105,5102,5103,4915,9.715,50,BFS-coordinated-VNE,5
24,5,5107,5106,5103,200,27.952,50,BFS-coordinated-VNE,5
25,5,5108,5103,5106,4483,25.313,50,BFS-coordinated-VNE,5
26,6,5111,5110,5109,3327,29.181,50,BFS-coordinated-VNE,5
27,6,5112,5109,5110,4779,25.115,50,BFS-coordinated-VNE,5
28,6,5112,5109,5110,5053,25.115,50,BFS-coordinated-VNE,5
29,6,5114,5113,5110,132,44.798,50,BFS-coordinated-VNE,5
30,6,5115,5110,5113,3270,31.395,50,BFS-coordinated-VNE,5
31,7,5118,5117,5116,4538,34.345,50,BFS-coordinated-VNE,5
32,7,5119,5116,5117,5021,12.486,50,BFS-coordinated-VNE,5
33,7,5119,5116,5117,4915,12.486,50,BFS-coordinated-VNE,5
34,7,5121,5120,5117,200,36.026,50,BFS-coordinated-VNE,5
35,7,5122,5117,5120,4483,19.395,50,BFS-coordinated-VNE,5
36,8,5125,5124,5123,3373,4.566,50,BFS-coordinated-VNE,5
37,8,5126,5123,5124,4921,19.279,50,BFS-coordinated-VNE,5
38,8,5126,5123,5124,240,19.279,50,BFS-coordinated-VNE,5
39,8,5128,5127,5124,190,32.706,50,BFS-coordinated-VNE,5
40,8,5128,5127,5124,3453,32.706,50,BFS-coordinated-VNE,5
41,8,5129,5124,5127,3329,2.846,50,BFS-coordinated-VNE,5
42,9,5132,5131,5130,133,2.489,50,BFS-coordinated-VNE,5
43,9,5133,5130,5131,3328,35.428,50,BFS-coordinated-VNE,5
44,9,5135,5134,5131,155,0.617,50,BFS-coordinated-VNE,5
45,9,5136,5131,5134,100,27.922,50,BFS-coordinated-VNE,5
46,10,5139,5138,5137,3327,48.489,50,BFS-coordinated-VNE,5
47,10,5140,5137,5138,4737,36.813,50,BFS-coordinated-VNE,5
48,10,5140,5137,5138,239,36.813,50,BFS-coordinated-VNE,5
49,10,5142,5141,5138,132,37.297,50,BFS-coordinated-VNE,5
50,10,5143,5138,5141,3270,7.087,50,BFS-coordinated-VNE,5
51,11,5146,5145,5144,3327,1.435,50,BFS-coordinated-VNE,5
52,11,5147,5144,5145,4737,5.834,50,BFS-coordinated-VNE,5
