,virtual-networks-id,virtual-links-id,virtual-links-source,virtual-links-target,substrate-links-id,bandwidth-demand,max-bandwidth-demand,mapping-algorithm,percentage-infra-resources
0,1,11031,11030,11028,10913,19.232,50,BFS-coordinated-VNE,5
1,1,11032,11030,11029,10962,32.423,50,BFS-coordinated-VNE,5
2,2,11036,11033,11034,10995,22.903,50,BFS-coordinated-VNE,5
3,2,11037,11033,11035,10946,4.381,50,BFS-coordinated-VNE,5
4,2,11038,11035,11033,10947,45.002,50,BFS-coordinated-VNE,5
5,3,11042,11039,11041,10679,2.712,50,BFS-coordinated-VNE,5
6,3,11043,11041,11039,10678,47.368,50,BFS-coordinated-VNE,5
7,4,11047,11045,11044,10664,20.873,50,BFS-coordinated-VNE,5
8,4,11048,11046,11045,10616,27.834,50,BFS-coordinated-VNE,5
9,5,11052,11049,11050,10946,13.04,50,BFS-coordinated-VNE,5
10,5,11053,11050,11049,10947,18.453,50,BFS-coordinated-VNE,5
11,5,11054,11051,11050,10899,2.02,50,BFS-coordinated-VNE,5
12,6,11058,11056,11055,10909,41.527,50,BFS-coordinated-VNE,5
13,7,11062,11059,11060,10947,5.377,50,BFS-coordinated-VNE,5
14,7,11063,11060,11059,10946,1.375,50,BFS-coordinated-VNE,5
15,8,11067,11064,11065,10908,35.655,50,BFS-coordinated-VNE,5
16,8,11068,11065,11064,10909,15.398,50,BFS-coordinated-VNE,5
17,8,11069,11066,11064,10956,12.273,50,BFS-coordinated-VNE,5
18,9,11073,11071,11070,10909,38.452,50,BFS-coordinated-VNE,5
19,9,11074,11072,11070,10956,33.972,50,BFS-coordinated-VNE,5
20,9,11075,11072,11071,10956,35.711,50,BFS-coordinated-VNE,5
21,9,11075,11072,11071,10908,35.711,50,BFS-coordinated-VNE,5
22,10,11079,11077,11076,10674,33.174,50,BFS-coordinated-VNE,5
23,10,11080,11078,11076,10721,6.213,50,BFS-coordinated-VNE,5
24,10,11081,11078,11077,10721,35.931,50,BFS-coordinated-VNE,5
25,10,11081,11078,11077,10673,35.931,50,BFS-coordinated-VNE,5
26,11,11085,11082,11083,10664,18.719,50,BFS-coordinated-VNE,5
27,11,11086,11083,11082,10663,22.031,50,BFS-coordinated-VNE,5
28,11,11087,11084,11082,10616,24.532,50,BFS-coordinated-VNE,5
29,12,11091,11088,11089,10749,17.964,50,BFS-coordinated-VNE,5
30,12,11092,11088,11090,10798,15.961,50,BFS-coordinated-VNE,5
31,13,11096,11093,11095,10750,39.913,50,BFS-coordinated-VNE,5
32,14,11100,11097,11098,10909,40.443,50,BFS-coordinated-VNE,5
33,14,11101,11099,11097,10956,46.721,50,BFS-coordinated-VNE,5
34,14,11101,11099,11097,10908,46.721,50,BFS-coordinated-VNE,5
35,14,11102,11099,11098,10956,13.23,50,BFS-coordinated-VNE,5
36,15,11106,11103,11105,10664,44.57,50,BFS-coordinated-VNE,5
37,16,11110,11107,11108,10765,39.661,50,BFS-coordinated-VNE,5
38,16,11111,11108,11109,10764,5.323,50,BFS-coordinated-VNE,5
39,16,11111,11108,11109,10716,5.323,50,BFS-coordinated-VNE,5
40,16,11112,11109,11107,10717,19.96,50,BFS-coordinated-VNE,5
41,17,11116,11114,11115,10631,44.492,50,BFS-coordinated-VNE,5
42,17,11117,11115,11113,10638,40.014,50,BFS-coordinated-VNE,5
43,17,11117,11115,11113,10684,40.014,50,BFS-coordinated-VNE,5
44,17,11117,11115,11113,10685,40.014,50,BFS-coordinated-VNE,5
45,18,11121,11119,11120,10638,48.996,50,BFS-coordinated-VNE,5
46,18,11121,11119,11120,10684,48.996,50,BFS-coordinated-VNE,5
47,18,11121,11119,11120,10685,48.996,50,BFS-coordinated-VNE,5
48,18,11122,11120,11118,10727,26.163,50,BFS-coordinated-VNE,5
49,18,11123,11120,11119,10678,44.578,50,BFS-coordinated-VNE,5
50,19,11127,11125,11126,10750,24.154,50,BFS-coordinated-VNE,5
51,19,11128,11126,11124,10798,1.264,50,BFS-coordinated-VNE,5
52,19,11129,11126,11125,10749,46.436,50,BFS-coordinated-VNE,5
53,20,11133,11130,11131,10946,44.673,50,BFS-coordinated-VNE,5
54,20,11134,11131,11130,10947,26.36,50,BFS-coordinated-VNE,5
55,21,11138,11135,11136,10638,43.967,50,BFS-coordinated-VNE,5
56,21,11138,11135,11136,10684,43.967,50,BFS-coordinated-VNE,5
57,21,11138,11135,11136,10685,43.967,50,BFS-coordinated-VNE,5
58,21,11139,11135,11137,10630,44.36,50,BFS-coordinated-VNE,5
59,21,11140,11136,11135,10678,20.034,50,BFS-coordinated-VNE,5
60,22,11144,11141,11142,10764,8.238,50,BFS-coordinated-VNE,5
61,22,11145,11143,11142,10717,48.516,50,BFS-coordinated-VNE,5
62,23,11149,11148,11147,10664,10.439,50,BFS-coordinated-VNE,5
63,24,11153,11150,11152,10750,35.511,50,BFS-coordinated-VNE,5
64,24,11154,11151,11150,10797,30.742,50,BFS-coordinated-VNE,5
65,24,11154,11151,11150,10749,30.742,50,BFS-coordinated-VNE,5
66,24,11155,11152,11150,10749,24.477,50,BFS-coordinated-VNE,5
67,24,11156,11152,11151,10798,31.147,50,BFS-coordinated-VNE,5
68,25,11160,11157,11158,10727,7.259,50,BFS-coordinated-VNE,5
69,25,11161,11157,11159,10678,44.051,50,BFS-coordinated-VNE,5
70,25,11162,11158,11157,10726,11.802,50,BFS-coordinated-VNE,5
71,25,11163,11159,11157,10679,19.697,50,BFS-coordinated-VNE,5
