,virtual-networks-id,virtual-nodes-id,substrate-nodes-id,cpu-demand,max-cpu-demand,virtual-topology,substrate-topology,mapping-algorithm,percentage-infra-resources
0,1,460,36,7.819,25,waxman,grid,BFS-coordinated-VNE,5
1,1,461,4,17.265,25,waxman,grid,BFS-coordinated-VNE,5
2,1,462,84,1.564,25,waxman,grid,BFS-coordinated-VNE,5
3,2,465,1,14.569,25,waxman,grid,BFS-coordinated-VNE,5
4,2,466,79,1.549,25,waxman,grid,BFS-coordinated-VNE,5
5,2,467,31,5.216,25,waxman,grid,BFS-coordinated-VNE,5
6,3,471,79,12.397,25,waxman,grid,BFS-coordinated-VNE,5
7,3,472,1,14.493,25,waxman,grid,BFS-coordinated-VNE,5
8,3,473,31,1.402,25,waxman,grid,BFS-coordinated-VNE,5
9,4,478,1,12.656,25,waxman,grid,BFS-coordinated-VNE,5
10,4,479,31,17.17,25,waxman,grid,BFS-coordinated-VNE,5
11,4,480,79,24.274,25,waxman,grid,BFS-coordinated-VNE,5
12,5,484,243,20.223,25,waxman,grid,BFS-coordinated-VNE,5
13,5,485,99,7.856,25,waxman,grid,BFS-coordinated-VNE,5
14,5,486,291,10.552,25,waxman,grid,BFS-coordinated-VNE,5
15,6,488,31,15.412,25,waxman,grid,BFS-coordinated-VNE,5
16,6,489,1,11.518,25,waxman,grid,BFS-coordinated-VNE,5
17,6,490,79,14.361,25,waxman,grid,BFS-coordinated-VNE,5
18,7,495,223,9.239,25,waxman,grid,BFS-coordinated-VNE,5
19,7,496,344,15.368,25,waxman,grid,BFS-coordinated-VNE,5
20,7,497,296,1.576,25,waxman,grid,BFS-coordinated-VNE,5
21,8,500,31,6.057,25,waxman,grid,BFS-coordinated-VNE,5
22,8,501,4,19.987,25,waxman,grid,BFS-coordinated-VNE,5
23,8,502,36,17.424,25,waxman,grid,BFS-coordinated-VNE,5
24,9,505,1,23.596,25,waxman,grid,BFS-coordinated-VNE,5
25,9,506,31,16.368,25,waxman,grid,BFS-coordinated-VNE,5
26,9,507,0,22.069,25,waxman,grid,BFS-coordinated-VNE,5
27,10,510,1,9.784,25,waxman,grid,BFS-coordinated-VNE,5
28,10,511,79,6.497,25,waxman,grid,BFS-coordinated-VNE,5
29,10,512,31,18.501,25,waxman,grid,BFS-coordinated-VNE,5
30,11,517,1,10.045,25,waxman,grid,BFS-coordinated-VNE,5
31,11,518,4,22.035,25,waxman,grid,BFS-coordinated-VNE,5
32,11,519,36,2.868,25,waxman,grid,BFS-coordinated-VNE,5
33,12,523,79,11.947,25,waxman,grid,BFS-coordinated-VNE,5
34,12,524,1,2.02,25,waxman,grid,BFS-coordinated-VNE,5
35,12,525,31,18.188,25,waxman,grid,BFS-coordinated-VNE,5
36,13,530,1,1.82,25,waxman,grid,BFS-coordinated-VNE,5
37,13,531,31,20.79,25,waxman,grid,BFS-coordinated-VNE,5
38,13,532,79,5.706,25,waxman,grid,BFS-coordinated-VNE,5
39,14,537,36,10.563,25,waxman,grid,BFS-coordinated-VNE,5
40,14,538,4,10.58,25,waxman,grid,BFS-coordinated-VNE,5
41,14,539,84,9.355,25,waxman,grid,BFS-coordinated-VNE,5
42,15,545,1,6.005,25,waxman,grid,BFS-coordinated-VNE,5
43,15,546,36,12.959,25,waxman,grid,BFS-coordinated-VNE,5
44,15,547,4,5.935,25,waxman,grid,BFS-coordinated-VNE,5
45,16,551,1,2.325,25,waxman,grid,BFS-coordinated-VNE,5
46,16,552,79,3.218,25,waxman,grid,BFS-coordinated-VNE,5
47,16,553,31,15.029,25,waxman,grid,BFS-coordinated-VNE,5
48,17,558,79,10.103,25,waxman,grid,BFS-coordinated-VNE,5
49,17,559,31,18.625,25,waxman,grid,BFS-coordinated-VNE,5
50,17,560,1,12.957,25,waxman,grid,BFS-coordinated-VNE,5
51,18,565,31,2.645,25,waxman,grid,BFS-coordinated-VNE,5
52,18,566,0,9.256,25,waxman,grid,BFS-coordinated-VNE,5
53,18,567,1,12.277,25,waxman,grid,BFS-coordinated-VNE,5
54,19,570,0,15.259,25,waxman,grid,BFS-coordinated-VNE,5
55,19,571,31,14.922,25,waxman,grid,BFS-coordinated-VNE,5
56,19,572,1,17.705,25,waxman,grid,BFS-coordinated-VNE,5
57,20,576,1,21.906,25,waxman,grid,BFS-coordinated-VNE,5
58,20,577,31,18.888,25,waxman,grid,BFS-coordinated-VNE,5
59,20,578,79,2.524,25,waxman,grid,BFS-coordinated-VNE,5
60,21,581,248,9.507,25,waxman,grid,BFS-coordinated-VNE,5
61,21,582,296,17.816,25,waxman,grid,BFS-coordinated-VNE,5
62,21,583,344,2.683,25,waxman,grid,BFS-coordinated-VNE,5
63,22,587,31,7.628,25,waxman,grid,BFS-coordinated-VNE,5
64,22,588,79,0.449,25,waxman,grid,BFS-coordinated-VNE,5
65,22,589,1,1.86,25,waxman,grid,BFS-coordinated-VNE,5
66,23,595,31,21.831,25,waxman,grid,BFS-coordinated-VNE,5
67,23,596,119,23.57,25,waxman,grid,BFS-coordinated-VNE,5
68,23,597,1,4.738,25,waxman,grid,BFS-coordinated-VNE,5
69,24,599,119,4.71,25,waxman,grid,BFS-coordinated-VNE,5
70,24,600,223,3.078,25,waxman,grid,BFS-coordinated-VNE,5
71,24,601,175,22.813,25,waxman,grid,BFS-coordinated-VNE,5
72,25,603,36,18.526,25,waxman,grid,BFS-coordinated-VNE,5
73,25,604,84,2.149,25,waxman,grid,BFS-coordinated-VNE,5
74,25,605,4,7.269,25,waxman,grid,BFS-coordinated-VNE,5
