,virtual-networks-id,virtual-nodes-id,substrate-nodes-id,cpu-demand,max-cpu-demand,virtual-topology,substrate-topology,mapping-algorithm,percentage-infra-resources
0,1,5074,88,11.082,25,waxman,redge,BFS-coordinated-VNE,5
1,1,5075,0,0.832,25,waxman,redge,BFS-coordinated-VNE,5
2,1,5076,1,12.705,25,waxman,redge,BFS-coordinated-VNE,5
3,2,5079,97,11.618,25,waxman,redge,BFS-coordinated-VNE,5
4,2,5080,65,17.33,25,waxman,redge,BFS-coordinated-VNE,5
5,2,5081,0,1.659,25,waxman,redge,BFS-coordinated-VNE,5
6,3,5085,31,6.137,25,waxman,redge,BFS-coordinated-VNE,5
7,3,5086,48,22.975,25,waxman,redge,BFS-coordinated-VNE,5
8,3,5087,7,19.335,25,waxman,redge,BFS-coordinated-VNE,5
9,4,5090,1,19.496,25,waxman,redge,BFS-coordinated-VNE,5
10,4,5091,88,23.342,25,waxman,redge,BFS-coordinated-VNE,5
11,4,5092,98,10.371,25,waxman,redge,BFS-coordinated-VNE,5
12,5,5098,93,9.149,25,waxman,redge,BFS-coordinated-VNE,5
13,5,5099,0,4.857,25,waxman,redge,BFS-coordinated-VNE,5
14,5,5100,64,13.976,25,waxman,redge,BFS-coordinated-VNE,5
15,6,5105,93,12.557,25,waxman,redge,BFS-coordinated-VNE,5
16,6,5106,64,22.399,25,waxman,redge,BFS-coordinated-VNE,5
17,6,5107,0,15.698,25,waxman,redge,BFS-coordinated-VNE,5
18,7,5113,98,17.173,25,waxman,redge,BFS-coordinated-VNE,5
19,7,5114,88,6.243,25,waxman,redge,BFS-coordinated-VNE,5
20,7,5115,1,18.013,25,waxman,redge,BFS-coordinated-VNE,5
21,8,5119,7,9.639,25,waxman,redge,BFS-coordinated-VNE,5
22,8,5120,48,16.353,25,waxman,redge,BFS-coordinated-VNE,5
23,8,5121,99,1.423,25,waxman,redge,BFS-coordinated-VNE,5
24,9,5127,48,12.989,25,waxman,redge,BFS-coordinated-VNE,5
25,9,5128,31,6.574,25,waxman,redge,BFS-coordinated-VNE,5
26,9,5129,1,1.245,25,waxman,redge,BFS-coordinated-VNE,5
27,10,5131,1,22.595,25,waxman,redge,BFS-coordinated-VNE,5
28,10,5132,31,24.244,25,waxman,redge,BFS-coordinated-VNE,5
29,10,5133,99,18.406,25,waxman,redge,BFS-coordinated-VNE,5
30,11,5139,1,18.748,25,waxman,redge,BFS-coordinated-VNE,5
31,11,5140,99,0.717,25,waxman,redge,BFS-coordinated-VNE,5
32,11,5141,31,2.917,25,waxman,redge,BFS-coordinated-VNE,5
33,12,5146,93,18.833,25,waxman,redge,BFS-coordinated-VNE,5
34,12,5147,64,21.022,25,waxman,redge,BFS-coordinated-VNE,5
35,12,5148,0,12.388,25,waxman,redge,BFS-coordinated-VNE,5
36,13,5154,31,15.252,25,waxman,redge,BFS-coordinated-VNE,5
37,13,5155,99,21.001,25,waxman,redge,BFS-coordinated-VNE,5
38,13,5156,1,4.117,25,waxman,redge,BFS-coordinated-VNE,5
39,14,5161,93,23.976,25,waxman,redge,BFS-coordinated-VNE,5
40,14,5162,0,11.935,25,waxman,redge,BFS-coordinated-VNE,5
41,14,5163,64,12.358,25,waxman,redge,BFS-coordinated-VNE,5
42,15,5167,0,0.026,25,waxman,redge,BFS-coordinated-VNE,5
43,15,5168,64,9.436,25,waxman,redge,BFS-coordinated-VNE,5
44,15,5169,93,15.019,25,waxman,redge,BFS-coordinated-VNE,5
45,16,5174,0,1.685,25,waxman,redge,BFS-coordinated-VNE,5
46,16,5175,1,14.84,25,waxman,redge,BFS-coordinated-VNE,5
47,16,5176,65,15.566,25,waxman,redge,BFS-coordinated-VNE,5
48,17,5179,48,8.431,25,waxman,redge,BFS-coordinated-VNE,5
49,17,5180,1,1.993,25,waxman,redge,BFS-coordinated-VNE,5
50,17,5181,31,17.057,25,waxman,redge,BFS-coordinated-VNE,5
51,18,5183,0,19.457,25,waxman,redge,BFS-coordinated-VNE,5
52,18,5184,31,9.654,25,waxman,redge,BFS-coordinated-VNE,5
53,18,5185,1,20.002,25,waxman,redge,BFS-coordinated-VNE,5
54,19,5189,0,5.998,25,waxman,redge,BFS-coordinated-VNE,5
55,19,5190,88,20.035,25,waxman,redge,BFS-coordinated-VNE,5
56,19,5191,1,7.074,25,waxman,redge,BFS-coordinated-VNE,5
57,20,5195,64,21.885,25,waxman,redge,BFS-coordinated-VNE,5
58,20,5196,1,20.976,25,waxman,redge,BFS-coordinated-VNE,5
59,20,5197,0,21.529,25,waxman,redge,BFS-coordinated-VNE,5
60,21,5200,0,5.14,25,waxman,redge,BFS-coordinated-VNE,5
61,21,5201,31,8.07,25,waxman,redge,BFS-coordinated-VNE,5
62,21,5202,1,19.513,25,waxman,redge,BFS-coordinated-VNE,5
63,22,5205,97,24.317,25,waxman,redge,BFS-coordinated-VNE,5
64,22,5206,0,2.93,25,waxman,redge,BFS-coordinated-VNE,5
65,22,5207,65,1.426,25,waxman,redge,BFS-coordinated-VNE,5
66,23,5211,88,13.354,25,waxman,redge,BFS-coordinated-VNE,5
67,23,5212,1,18.335,25,waxman,redge,BFS-coordinated-VNE,5
68,23,5213,0,11.216,25,waxman,redge,BFS-coordinated-VNE,5
69,24,5216,93,20.636,25,waxman,redge,BFS-coordinated-VNE,5
70,24,5217,0,9.427,25,waxman,redge,BFS-coordinated-VNE,5
71,24,5218,64,9.761,25,waxman,redge,BFS-coordinated-VNE,5
72,25,5222,48,2.337,25,waxman,redge,BFS-coordinated-VNE,5
73,25,5223,7,6.465,25,waxman,redge,BFS-coordinated-VNE,5
74,25,5224,99,0.722,25,waxman,redge,BFS-coordinated-VNE,5
